ID,Date,Site,Round,Coll1,Coll2,Coll3,EnteredBy,Validation,Status,ValidationNotes,Subplot,Quadrat,Coord1,Coord2,Bare%,Litter%,Rock%,Gram%,Forb%,L_Depth,V_Height,ACMI2,ASTU,BOCU,COTI3,CHFA2,COLA5,DRAM,ECPU,ELVI3,GAPU,HEAN2,HEMO2,MOFI,MOPU,OLRI,PAAN,PYTE,RAPI,RUHI2,SCSC,SYLA3,SYPI2,TRFL2,VEHA2,VEVI3,CHMA15,CHHY3,DIVI3,ECPR,MOVE,POAM13,POAM13_closed,POPR4,SEOB4,closed_bristled_ipomoea,UNK OAT,UNK_oxalis_closed,BOER,OELA,JATA_closed,UNK_oxalis,UNK_pink_rubiaceae,OELA_closed,UNK_pigweed,LEDI4,LEVI3,POOL,RARA2,PHAN5,Notes,UNK_purple_vineweed,WAMA,UNK_everlasting,WAMA_closed,CUAN,UNK_small_white_vineweed,UNK_nodding_spurge,UNK horseweed,UNK_O_dillenii,UNK_euphorbia,UNK_E_hyssopifolia,UNK_O_dillenii_closed,IPLA,IPLA_closed,CRGL2_male,CRGL2_female,RISC,UNK_cudweed,SOCA3,PHUR,UNK_small_white_lobelia,UNK_toadflax,CRGL2,GECA5,KRCE,RASA,UNK_dock,UNK_evergreen_cudweed,SECE,SIRO5,TRDU2,UNK_little_white_vineweed,UNK_little_white_vineweed_closed,UNK_hairy_vineweed_closed,UNK_amaranth,UNK_white_bindweed,UNK_white_bindweed_closed,UNK_hairy_vineweed,SISP_closed,UNK_purple_vineweed_closed,UNK_madder,UNK_white_vineweed_closed,UNK_small_white_vineweed_closed,JATA,VEBR2,UNK narrowleaf cudweed,SISP,UNK yellow oxalis,GLMA4,UNK pink clover,GACO11,UNK pennycress,OLCO,UNK three lobed vineweed,UNK goldenrod,UNK dogfennel,UNK alt yellow aster,UNK small horseweed,RISC_closed,UNK_white_star_closed,UNK_white_star,Gratiola_floridana/neglecta,UNK_bluestem,CUCA4,CUME,UNK_blue_vined_weed,UNK_blue_vined_weed_closed,UNK_purple_top,UNK_crotalaria,UNK_bristly_ipomoea_closed,TRRE3,TRBI2
1774,8/9/2022,FCU1,d,ZJB,AEC,,,,,,1,1,1,5,20,10,1,20,80,1.8,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,47,1,,"1,889",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,8/9/2022,FCU1,d,ZJB,AEC,,,,,,1,2,2,1,40,20,1,10,60,0.6,43.1,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,1,1,,"2,239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,8/9/2022,FCU1,d,ZJB,AEC,,,,,,1,3,2,7,30,20,1,10,60,1.2,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,"1,817",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,8/9/2022,FCU1,d,ZJB,AEC,,,,,,1,4,5,2,50,30,1,10,30,0.9,47.7,,,,,,,,,,1,,,,,,,,,,,,,,,,42,,,,135,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,8/9/2022,FCU1,d,ZJB,AEC,,,,,,1,5,5,4,40,20,1,30,40,3,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,14,,,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,
1794,8/9/2022,FCU1,d,ZJB,AEC,,,,,,1,6,8,3,30,30,1,20,50,1.1,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,68,,,"1,481",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,8/9/2022,FCU1,d,ZJB,AEC,,,,,,1,7,9,1,40,20,1,20,60,0.7,35.6,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,592,,,"1,151",,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,8/9/2022,FCU1,d,ZJB,AEC,,,,,,1,8,9,7,30,30,1,10,60,0.8,41.8,,,,,,,,,,8,,,,,,,,,,,,,,,,109,,,,23,41,,786,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,8/9/2022,FCU1,d,ZJB,AEC,,,,,,1,9,10,5,30,20,1,20,70,0.6,39.9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,464,,,"1,684",,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,8/9/2022,FCU1,d,ZJB,AEC,,,,,,1,10,12,5,20,20,1,20,70,1.7,40.2,,,1,,,,,,,5,,,,,,,,,,,,,,,,68,,,,9,,,"2,111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,8/9/2022,FCU1,d,ZJB,AEC,,,,,,2,1,1,5,30,30,1,20,60,1.3,36.7,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,276,5,,"1,674",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,8/9/2022,FCU1,d,ZJB,AEC,,,,,,2,2,2,1,30,20,1,10,60,1.2,39.3,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,71,,,"1,847",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,8/9/2022,FCU1,d,ZJB,AEC,,,,,,2,3,2,7,50,30,1,20,60,2.3,41.8,,,2,,,,,,,8,,,,,,,,,11,,,,,,,,,,,75,,,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,8/9/2022,FCU1,d,ZJB,AEC,,,,,,2,4,5,2,50,30,1,10,50,0.7,35.9,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,208,4,10,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,
1808,8/9/2022,FCU1,d,ZJB,AEC,,,,,,2,5,5,4,60,30,1,5,40,1.9,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,1,5,877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,8/9/2022,FCU1,d,ZJB,AEC,,,,,,2,6,8,3,30,20,1,30,40,1,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,"1,264",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,8/9/2022,FCU1,d,ZJB,AEC,,,,,,2,7,9,1,30,40,1,20,30,1.1,30.6,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,38,,,326,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,8/9/2022,FCU1,d,ZJB,AEC,,,,,,2,8,9,7,30,10,1,5,70,0.7,34.2,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,"1,208",,,,,,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,8/9/2022,FCU1,d,ZJB,AEC,,,,,,2,9,10,5,30,20,1,10,70,0.4,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2,8,"1,642",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,8/9/2022,FCU1,d,ZJB,AEC,,,,,,2,10,12,5,20,10,1,10,70,0.3,28.2,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,173,4,22,"1,424",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,8/9/2022,FCU1,d,ZJB,AEC,,,,,,3,1,1,5,40,10,1,10,60,0.8,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,"1,357",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,8/9/2022,FCU1,d,ZJB,AEC,,,,,,3,2,2,1,30,20,1,20,50,2,40.3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,3,"1,210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,8/9/2022,FCU1,d,ZJB,AEC,,,,,,3,3,2,7,30,20,1,5,70,0.7,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,8/9/2022,FCU1,d,ZJB,AEC,,,,,,3,4,5,2,50,30,1,5,40,0.3,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,16,"1,107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,8/9/2022,FCU1,d,ZJB,AEC,,,,,,3,5,5,4,40,20,1,10,60,0.6,34.6,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,167,1,5,"1,929",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,
1819,8/9/2022,FCU1,d,ZJB,AEC,,,,,,3,6,8,3,30,10,5,20,70,1.8,49.1,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,1,10,"1,488",,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,8/9/2022,FCU1,d,ZJB,AEC,,,,,,3,7,9,1,40,10,5,10,60,0.9,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"1,650",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,8/9/2022,FCU1,d,ZJB,AEC,,,,,,3,8,9,7,40,20,1,10,70,1,42.2,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,25,,3,"1,119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,8/9/2022,FCU1,d,ZJB,AEC,,,,,,3,9,10,5,40,20,1,10,60,0.6,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,12,"1,321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,8/9/2022,FCU1,d,ZJB,AEC,,,,,,3,10,12,5,30,20,1,5,60,0.7,51.7,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,426,,10,872,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,8/9/2022,FCU1,d,ZJB,AEC,,,,,,4,1,1,5,30,20,1,10,70,0.5,33.5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,19,,17,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,8/9/2022,FCU1,d,ZJB,AEC,,,,,,4,2,2,1,40,40,1,20,30,1.2,36.7,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,10,,14,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,8/9/2022,FCU1,d,ZJB,AEC,,,,,,4,3,2,7,40,20,1,20,70,0.3,47.7,,,1,,,,,,,8,,,,,,,,,,,,,,,,,,,,50,,9,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,8/9/2022,FCU1,d,ZJB,AEC,,,,,,4,4,5,2,60,30,1,5,30,1.2,39.5,,,,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,8/9/2022,FCU1,d,ZJB,AEC,,,,,,4,5,5,4,30,30,1,40,50,2.3,55.8,,,,,,,,,,5,,,,,,,,,1,,,,,,,,,,,4,,1,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
1840,8/9/2022,FCU1,d,ZJB,AEC,,,,,,4,6,8,3,50,40,1,20,20,0.4,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,6,471,,,,,,,,,,,,,,,,,not sure if POPR4 is 471 or 171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,8/9/2022,FCU1,d,ZJB,AEC,,,,,,4,7,9,1,50,30,1,20,30,0.1,51.5,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
1845,8/9/2022,FCU1,d,ZJB,AEC,,,,,,4,8,9,7,50,20,5,5,60,0.4,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,709,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,8/9/2022,FCU1,d,ZJB,AEC,,,,,,4,9,10,5,30,30,1,30,40,0.3,31.1,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,13,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,8/9/2022,FCU1,d,ZJB,AEC,,,,,,4,10,12,5,40,30,1,20,50,1.2,40.5,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,36,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,8/9/2022,FCU1,d,ZJB,AEC,,,,,,7,1,1,5,30,10,1,20,60,0.6,66,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,6,"1,254",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,8/9/2022,FCU1,d,ZJB,AEC,,,,,,7,2,2,1,20,10,5,10,70,0.7,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,176,,,,2,,4,"1,434",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,8/9/2022,FCU1,d,ZJB,AEC,,,,,,7,3,2,7,20,10,1,10,80,0.3,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,1,"1,090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,8/9/2022,FCU1,d,ZJB,AEC,,,,,,7,4,5,2,30,10,1,10,70,0.8,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"1,578",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,8/9/2022,FCU1,d,ZJB,AEC,,,,,,7,5,5,4,40,10,1,20,60,0.9,33.5,,,,,,,,,,2,,,,,,,,,,,,,,,,541,,,,12,,6,811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,8/9/2022,FCU1,d,ZJB,AEC,,,,,,7,6,8,3,20,40,1,20,60,1,29.5,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,16,"1,074",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,8/9/2022,FCU1,d,ZJB,AEC,,,,,,7,7,9,1,20,20,1,5,70,0.6,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,1,,8,"1,063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,8/9/2022,FCU1,d,ZJB,AEC,,,,,,7,8,9,7,40,20,5,10,60,0.5,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,8/9/2022,FCU1,d,ZJB,AEC,,,,,,7,9,10,5,30,10,5,10,70,0.4,27.5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,14,936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,8/9/2022,FCU1,d,ZJB,AEC,,,,,,7,10,12,5,40,20,5,20,60,0.7,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,8,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,8/9/2022,FCU1,d,ZJB,AEC,,,,,,8,1,1,5,20,20,1,5,70,0.5,32.1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,14,,12,"1,070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,8/9/2022,FCU1,d,ZJB,AEC,,,,,,8,2,2,1,20,40,1,20,70,0.4,61.7,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,9,,15,"1,649",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,8/9/2022,FCU1,d,ZJB,AEC,,,,,,8,3,2,7,40,20,5,10,60,0.4,28.3,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,,,22,,19,843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,8/9/2022,FCU1,d,ZJB,AEC,,,,,,8,4,5,2,20,30,1,50,40,0.9,47.2,,,1,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,8/9/2022,FCU1,d,ZJB,AEC,,,,,,8,5,5,4,30,40,1,20,50,0.2,32.2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,8/9/2022,FCU1,d,ZJB,AEC,,,,,,8,6,8,3,30,30,5,30,40,0.8,53.6,,,,2,,,,,,2,,,,,,,,,4,,,,,,,,,,,,,,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,8/9/2022,FCU1,d,ZJB,AEC,,,,,,8,7,9,1,70,20,1,20,30,0.7,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,8/9/2022,FCU1,d,ZJB,AEC,,,,,,8,8,9,7,40,10,1,5,60,0.6,33,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,,41,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,8/9/2022,FCU1,d,ZJB,AEC,,,,,,8,9,10,5,40,10,1,20,60,0.5,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"1,005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,8/9/2022,FCU1,d,ZJB,AEC,,,,,,8,10,12,5,20,20,1,10,70,0.9,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"1,231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,8/10/2022,FCU1,d,ZJB,AEC,,,,,,5,1,1,5,10,40,1,30,40,1,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,8/10/2022,FCU1,d,ZJB,AEC,,,,,,5,2,2,1,10,30,1,20,60,1.4,61.5,,,,,,,,,,1,,,,,,,,,1,,,,,,,18,,,,12,2,1,"2,056",,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,8/10/2022,FCU1,d,ZJB,AEC,,,,,,5,3,2,7,20,30,1,5,70,0.9,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,8/10/2022,FCU1,d,ZJB,AEC,,,,,,5,4,5,2,30,20,1,10,70,1.2,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,"2,026",,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,8/10/2022,FCU1,d,ZJB,AEC,,,,,,5,5,5,4,20,60,1,10,40,1.1,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616,,,,,,1,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,8/10/2022,FCU1,d,ZJB,AEC,,,,,,5,6,8,3,10,20,1,20,80,0.4,38.1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,"1,631",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,8/10/2022,FCU1,d,ZJB,AEC,,,,,,5,7,9,1,30,40,1,20,60,1.3,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,47,,,"1,301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,8/10/2022,FCU1,d,ZJB,AEC,,,,,,5,8,9,7,50,20,5,20,50,0.4,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,12,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,8/10/2022,FCU1,d,ZJB,AEC,,,,,,5,9,10,5,20,10,1,10,80,0.5,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"1,874",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,8/10/2022,FCU1,d,ZJB,AEC,,,,,,5,10,12,5,30,30,5,10,70,1.1,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,8,"1,513",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
